"P (MPa)","T (°C)","V (m3/kg)","U (kJ/kg)","H (kJ/kg)","S [kJ/(kg K)]","Phase"
300,180,0.0009864,660.2,956.1,1.876,"liquid"
300,190,0.0009928,696.9,994.8,1.96,"liquid"
300,200,0.0009994,733.7,1034,2.043,"liquid"
300,210,0.001006,770.3,1072,2.124,"liquid"
300,220,0.001013,807,1111,2.204,"liquid"
300,230,0.00102,843.7,1150,2.281,"liquid"
300,240,0.001028,880.4,1189,2.358,"liquid"
300,250,0.001035,917,1228,2.433,"liquid"
300,260,0.001043,953.6,1267,2.507,"liquid"
300,270,0.001051,990.3,1306,2.579,"liquid"
300,280,0.001059,1027,1345,2.651,"liquid"
300,290,0.001067,1064,1384,2.721,"liquid"
300,300,0.001076,1100,1423,2.789,"liquid"
300,320,0.001094,1173,1501,2.924,"liquid"
300,340,0.001112,1246,1580,3.054,"liquid"
300,360,0.001132,1319,1659,3.181,"liquid"
300,380,0.001152,1392,1738,3.303,"supercritical fluid"
300,400,0.001173,1465,1817,3.423,"supercritical fluid"
300,420,0.001196,1537,1896,3.539,"supercritical fluid"
300,440,0.001219,1610,1975,3.652,"supercritical fluid"
300,460,0.001244,1682,2055,3.762,"supercritical fluid"
300,480,0.001269,1754,2135,3.869,"supercritical fluid"
300,500,0.001296,1825,2214,3.973,"supercritical fluid"
300,550,0.001367,2004,2414,4.224,"supercritical fluid"
300,600,0.001446,2180,2614,4.459,"supercritical fluid"
300,650,0.001532,2353,2813,4.681,"supercritical fluid"
300,700,0.001624,2524,3011,4.89,"supercritical fluid"
300,750,0.001722,2690,3207,5.086,"supercritical fluid"
300,800,0.001822,2853,3399,5.27,"supercritical fluid"
300,900,0.002029,3164,3773,5.603,"supercritical fluid"
300,1000,0.002237,3461,4132,5.897,"supercritical fluid"
300,1200,0.002644,4022,4815,6.396,"supercritical fluid"
300,1400,0.003032,4560,5470,6.812,"supercritical fluid"
300,1600,0.003402,5089,6110,7.174,"supercritical fluid"
300,1800,0.003757,5617,6744,7.495,"supercritical fluid"
300,2000,0.004102,6145,7376,7.786,"supercritical fluid"
350,0,0.0008881,-6.682,304.2,-0.08545,"liquid"
350,10,0.0008917,29,341.1,0.04742,"liquid"
350,20,0.0008956,65.43,378.9,0.1785,"liquid"
350,25,0.0008975,83.79,397.9,0.2429,"liquid"
350,30,0.0008995,102.2,417,0.3064,"liquid"
350,40,0.0009035,139.1,455.3,0.4307,"liquid"
350,50,0.0009076,176,493.7,0.5513,"liquid"
350,60,0.0009118,212.9,532,0.6682,"liquid"
350,70,0.0009161,249.7,570.4,0.7815,"liquid"
350,80,0.0009205,286.5,608.7,0.8916,"liquid"
350,90,0.0009251,323.2,646.9,0.9985,"liquid"
350,100,0.0009298,359.8,685.2,1.102,"liquid"
350,110,0.0009346,396.3,723.5,1.204,"liquid"
350,120,0.0009396,432.8,761.7,1.302,"liquid"
350,130,0.0009447,469.3,799.9,1.398,"liquid"
350,140,0.0009499,505.7,838.1,1.492,"liquid"
350,150,0.0009553,542,876.4,1.583,"liquid"
350,160,0.0009609,578.3,914.6,1.673,"liquid"
350,170,0.0009666,614.6,952.9,1.76,"liquid"
350,180,0.0009724,650.8,991.2,1.845,"liquid"
350,190,0.0009784,687,1030,1.929,"liquid"
350,200,0.0009846,723.2,1068,2.011,"liquid"
350,210,0.0009909,759.3,1106,2.091,"liquid"
350,220,0.0009974,795.4,1145,2.17,"liquid"
350,230,0.001004,831.5,1183,2.247,"liquid"
350,240,0.001011,867.6,1221,2.322,"liquid"
350,250,0.001018,903.6,1260,2.397,"liquid"
350,260,0.001025,939.7,1298,2.469,"liquid"
350,270,0.001032,975.6,1337,2.541,"liquid"
350,280,0.001039,1012,1375,2.611,"liquid"
350,290,0.001047,1047,1414,2.68,"liquid"
350,300,0.001055,1083,1453,2.748,"liquid"
350,320,0.001071,1155,1530,2.881,"liquid"
350,340,0.001087,1227,1607,3.009,"liquid"
350,360,0.001105,1298,1685,3.134,"liquid"
350,380,0.001123,1369,1762,3.254,"supercritical fluid"
350,400,0.001142,1440,1840,3.371,"supercritical fluid"
350,420,0.001161,1511,1918,3.485,"supercritical fluid"
350,440,0.001182,1582,1996,3.596,"supercritical fluid"
350,460,0.001203,1652,2073,3.704,"supercritical fluid"
350,480,0.001225,1723,2151,3.808,"supercritical fluid"
350,500,0.001248,1793,2229,3.911,"supercritical fluid"
350,550,0.001308,1966,2424,4.155,"supercritical fluid"
350,600,0.001374,2138,2619,4.384,"supercritical fluid"
350,650,0.001445,2307,2813,4.601,"supercritical fluid"
350,700,0.001521,2474,3006,4.804,"supercritical fluid"
350,750,0.001601,2638,3198,4.996,"supercritical fluid"
350,800,0.001684,2798,3387,5.177,"supercritical fluid"
350,900,0.001855,3109,3759,5.508,"supercritical fluid"
350,1000,0.00203,3408,4118,5.802,"supercritical fluid"
350,1200,0.002373,3975,4806,6.304,"supercritical fluid"
350,1400,0.002703,4520,5467,6.725,"supercritical fluid"
350,1600,0.00302,5056,6113,7.09,"supercritical fluid"
350,1800,0.003325,5589,6752,7.414,"supercritical fluid"
350,2000,0.003621,6122,7389,7.708,"supercritical fluid"
400,0,0.0008782,-7.836,343.4,-0.1032,"liquid"
400,10,0.0008819,27.37,380.1,0.02861,"liquid"
400,20,0.0008857,63.44,417.7,0.1591,"liquid"
400,25,0.0008876,81.64,436.7,0.2233,"liquid"
400,30,0.0008896,99.9,455.7,0.2867,"liquid"
400,40,0.0008936,136.5,493.9,0.4106,"liquid"
400,50,0.0008976,173.1,532.1,0.5307,"liquid"
400,60,0.0009018,209.6,570.3,0.6471,"liquid"
400,70,0.000906,246.1,608.5,0.76,"liquid"
400,80,0.0009103,282.5,646.6,0.8695,"liquid"
400,90,0.0009147,318.8,684.7,0.9758,"liquid"
400,100,0.0009192,355,722.7,1.079,"liquid"
400,110,0.0009238,391.2,760.7,1.18,"liquid"
400,120,0.0009286,427.3,798.7,1.277,"liquid"
400,130,0.0009335,463.3,836.7,1.373,"liquid"
400,140,0.0009385,499.2,874.6,1.466,"liquid"
400,150,0.0009436,535.1,912.6,1.557,"liquid"
400,160,0.0009489,571,950.5,1.645,"liquid"
400,170,0.0009542,606.8,988.5,1.732,"liquid"
400,180,0.0009598,642.5,1026,1.817,"liquid"
400,190,0.0009654,678.2,1064,1.899,"liquid"
400,200,0.0009712,713.9,1102,1.981,"liquid"
400,210,0.0009771,749.6,1140,2.06,"liquid"
400,220,0.0009831,785.1,1178,2.138,"liquid"
400,230,0.0009893,820.8,1217,2.214,"liquid"
400,240,0.0009956,856.4,1255,2.289,"liquid"
400,250,0.001002,891.8,1293,2.363,"liquid"
400,260,0.001009,927.3,1331,2.435,"liquid"
400,270,0.001015,962.8,1369,2.506,"liquid"
400,280,0.001022,998.2,1407,2.575,"liquid"
400,290,0.001029,1034,1445,2.644,"liquid"
400,300,0.001036,1069,1483,2.711,"liquid"
400,320,0.001051,1139,1560,2.842,"liquid"
400,340,0.001066,1210,1636,2.969,"liquid"
400,360,0.001082,1280,1713,3.092,"liquid"
400,380,0.001098,1350,1789,3.211,"supercritical fluid"
400,400,0.001115,1420,1866,3.326,"supercritical fluid"
400,420,0.001133,1489,1942,3.438,"supercritical fluid"
400,440,0.001151,1559,2019,3.547,"supercritical fluid"
400,460,0.00117,1628,2096,3.653,"supercritical fluid"
400,480,0.001189,1697,2172,3.756,"supercritical fluid"
400,500,0.001209,1765,2249,3.856,"supercritical fluid"
400,550,0.001262,1935,2440,4.096,"supercritical fluid"
400,600,0.001318,2103,2631,4.321,"supercritical fluid"
400,650,0.001379,2269,2821,4.533,"supercritical fluid"
400,700,0.001443,2433,3010,4.733,"supercritical fluid"
400,750,0.001511,2595,3199,4.922,"supercritical fluid"
400,800,0.001581,2753,3386,5.1,"supercritical fluid"
400,900,0.001727,3063,3754,5.428,"supercritical fluid"
400,1000,0.001877,3362,4113,5.721,"supercritical fluid"
400,1200,0.002174,3934,4804,6.226,"supercritical fluid"
400,1400,0.002461,4485,5469,6.65,"supercritical fluid"
400,1600,0.002737,5026,6121,7.017,"supercritical fluid"
400,1800,0.003004,5563,6765,7.344,"supercritical fluid"
400,2000,0.003263,6100,7406,7.639,"supercritical fluid"
450,0,0.0008691,-8.846,382.2,-0.1211,"liquid"
450,10,0.0008728,25.91,418.7,0.00979,"liquid"
450,20,0.0008766,61.65,456.1,0.1398,"liquid"
450,25,0.0008785,79.72,475,0.2038,"liquid"
450,30,0.0008805,97.83,494,0.267,"liquid"
450,40,0.0008844,134.2,532.1,0.3906,"liquid"
450,50,0.0008884,170.5,570.3,0.5105,"liquid"
450,60,0.0008924,206.7,608.3,0.6265,"liquid"
450,70,0.0008965,242.9,646.4,0.739,"liquid"
450,80,0.0009007,279,684.3,0.848,"liquid"
450,90,0.000905,314.9,722.2,0.9538,"liquid"
450,100,0.0009094,350.8,760,1.057,"liquid"
450,110,0.0009139,386.6,797.8,1.157,"liquid"
450,120,0.0009184,422.3,835.6,1.254,"liquid"
450,130,0.0009231,457.9,873.3,1.349,"liquid"
450,140,0.0009279,493.5,911,1.441,"liquid"
450,150,0.0009328,529,948.7,1.531,"liquid"
450,160,0.0009378,564.4,986.4,1.619,"liquid"
450,170,0.0009429,599.8,1024,1.705,"liquid"
450,180,0.0009482,635.1,1062,1.789,"liquid"
450,190,0.0009535,670.4,1100,1.872,"liquid"
450,200,0.000959,705.7,1137,1.952,"liquid"
450,210,0.0009645,741,1175,2.031,"liquid"
450,220,0.0009702,776.1,1213,2.108,"liquid"
450,230,0.000976,811.2,1250,2.184,"liquid"
450,240,0.0009819,846.3,1288,2.259,"liquid"
450,250,0.0009879,881.3,1326,2.331,"liquid"
450,260,0.0009941,916.4,1364,2.403,"liquid"
450,270,0.001,951.4,1402,2.473,"liquid"
450,280,0.001007,986.3,1439,2.542,"liquid"
450,290,0.001013,1021,1477,2.61,"liquid"
450,300,0.00102,1056,1515,2.676,"liquid"
450,320,0.001033,1126,1591,2.806,"liquid"
450,340,0.001047,1195,1666,2.932,"liquid"
450,360,0.001062,1264,1742,3.053,"liquid"
450,380,0.001077,1333,1818,3.171,"supercritical fluid"
450,400,0.001092,1402,1893,3.285,"supercritical fluid"
450,420,0.001108,1470,1969,3.396,"supercritical fluid"
450,440,0.001124,1539,2045,3.503,"supercritical fluid"
450,460,0.001141,1607,2120,3.608,"supercritical fluid"
450,480,0.001159,1674,2196,3.71,"supercritical fluid"
450,500,0.001177,1742,2271,3.808,"supercritical fluid"
450,550,0.001224,1909,2460,4.045,"supercritical fluid"
450,600,0.001273,2074,2648,4.266,"supercritical fluid"
450,650,0.001326,2238,2835,4.475,"supercritical fluid"
450,700,0.001382,2399,3021,4.671,"supercritical fluid"
450,750,0.001441,2558,3207,4.857,"supercritical fluid"
450,800,0.001502,2716,3391,5.033,"supercritical fluid"
450,900,0.001628,3023,3756,5.359,"supercritical fluid"
450,1000,0.001759,3322,4114,5.651,"supercritical fluid"
450,1200,0.002021,3898,4807,6.157,"supercritical fluid"
450,1400,0.002275,4453,5477,6.584,"supercritical fluid"
450,1600,0.002519,4999,6132,6.954,"supercritical fluid"
450,1800,0.002756,5540,6780,7.282,"supercritical fluid"
450,2000,0.002986,6081,7425,7.579,"supercritical fluid"
500,0,0.0008606,-9.72,420.6,-0.139,"liquid"
500,10,0.0008643,24.61,456.8,-0.00896,"liquid"
500,20,0.0008681,60.06,494.1,0.1206,"liquid"
500,25,0.00087,77.98,513,0.1845,"liquid"
500,30,0.0008719,95.98,531.9,0.2476,"liquid"
500,40,0.0008758,132.1,570,0.371,"liquid"
500,50,0.0008798,168.1,608,0.4906,"liquid"
500,60,0.0008837,204.2,646,0.6064,"liquid"
500,70,0.0008878,240,683.9,0.7185,"liquid"
500,80,0.0008918,275.8,721.8,0.8271,"liquid"
500,90,0.000896,311.5,759.5,0.9325,"liquid"
500,100,0.0009002,347.1,797.2,1.035,"liquid"
500,110,0.0009046,382.5,834.8,1.134,"liquid"
500,120,0.000909,417.9,872.4,1.231,"liquid"
500,130,0.0009135,453.1,909.9,1.325,"liquid"
500,140,0.0009181,488.4,947.4,1.417,"liquid"
500,150,0.0009228,523.5,984.9,1.507,"liquid"
500,160,0.0009276,558.5,1022,1.595,"liquid"
500,170,0.0009324,593.6,1060,1.68,"liquid"
500,180,0.0009374,628.6,1097,1.764,"liquid"
500,190,0.0009425,663.4,1135,1.845,"liquid"
500,200,0.0009477,698.4,1172,1.925,"liquid"
500,210,0.000953,733.2,1210,2.004,"liquid"
500,220,0.0009584,767.9,1247,2.081,"liquid"
500,230,0.0009638,802.7,1285,2.156,"liquid"
500,240,0.0009694,837.4,1322,2.23,"liquid"
500,250,0.0009751,872.1,1360,2.302,"liquid"
500,260,0.0009809,906.7,1397,2.373,"liquid"
500,270,0.0009867,941.2,1435,2.443,"liquid"
500,280,0.0009927,975.8,1472,2.511,"liquid"
500,290,0.0009988,1010,1510,2.578,"liquid"
500,300,0.001005,1045,1547,2.644,"liquid"
500,320,0.001018,1113,1622,2.773,"liquid"
500,340,0.001031,1182,1697,2.897,"liquid"
500,360,0.001044,1250,1772,3.018,"liquid"
500,380,0.001058,1318,1847,3.134,"supercritical fluid"
500,400,0.001072,1386,1922,3.247,"supercritical fluid"
500,420,0.001087,1454,1997,3.357,"supercritical fluid"
500,440,0.001102,1521,2072,3.464,"supercritical fluid"
500,460,0.001117,1588,2147,3.567,"supercritical fluid"
500,480,0.001133,1655,2221,3.668,"supercritical fluid"
500,500,0.001149,1722,2296,3.765,"supercritical fluid"
500,550,0.001191,1887,2482,3.999,"supercritical fluid"
500,600,0.001236,2050,2668,4.218,"supercritical fluid"
500,650,0.001283,2211,2853,4.423,"supercritical fluid"
500,700,0.001333,2371,3037,4.618,"supercritical fluid"
500,750,0.001384,2528,3220,4.801,"supercritical fluid"
500,800,0.001438,2684,3403,4.975,"supercritical fluid"
500,900,0.00155,2989,3764,5.298,"supercritical fluid"
500,1000,0.001665,3288,4121,5.589,"supercritical fluid"
500,1200,0.001899,3865,4815,6.096,"supercritical fluid"
500,1400,0.002127,4425,5488,6.525,"supercritical fluid"
500,1600,0.002347,4974,6147,6.897,"supercritical fluid"
500,1800,0.00256,5519,6798,7.227,"supercritical fluid"
500,2000,0.002767,6062,7446,7.525,"supercritical fluid"
600,0,0.0008454,-11.05,496.2,-0.1745,"liquid"
600,10,0.000849,22.5,531.9,-0.04604,"liquid"
600,20,0.0008527,57.4,569,0.08276,"liquid"
600,25,0.0008546,75.09,587.8,0.1464,"liquid"
600,30,0.0008565,92.86,606.8,0.2093,"liquid"
600,40,0.0008603,128.5,644.7,0.3324,"liquid"
600,50,0.0008641,164.2,682.6,0.4517,"liquid"
600,60,0.0008679,199.8,720.5,0.5672,"liquid"
600,70,0.0008718,235.2,758.3,0.6788,"liquid"
600,80,0.0008757,270.5,795.9,0.7869,"liquid"
600,90,0.0008796,305.6,833.4,0.8917,"liquid"
600,100,0.0008836,340.7,870.8,0.9933,"liquid"
600,110,0.0008877,375.5,908.2,1.092,"liquid"
600,120,0.0008918,410.3,945.4,1.188,"liquid"
600,130,0.0008961,445,982.6,1.282,"liquid"
600,140,0.0009003,479.6,1020,1.373,"liquid"
600,150,0.0009047,514.1,1057,1.461,"liquid"
600,160,0.0009091,548.5,1094,1.548,"liquid"
600,170,0.0009136,582.9,1131,1.633,"liquid"
600,180,0.0009182,617.3,1168,1.715,"liquid"
600,190,0.0009228,651.6,1205,1.796,"liquid"
600,200,0.0009276,685.8,1242,1.876,"liquid"
600,210,0.0009324,720,1279,1.953,"liquid"
600,220,0.0009373,754,1316,2.029,"liquid"
600,230,0.0009422,788.2,1354,2.103,"liquid"
600,240,0.0009473,822.1,1391,2.176,"liquid"
600,250,0.0009524,856.2,1428,2.248,"liquid"
600,260,0.0009576,890.1,1465,2.318,"liquid"
600,270,0.0009628,924,1502,2.387,"liquid"
600,280,0.0009682,957.8,1539,2.454,"liquid"
600,290,0.0009736,991.6,1576,2.521,"liquid"
600,300,0.000979,1025,1613,2.586,"liquid"
600,320,0.0009902,1093,1687,2.713,"liquid"
600,340,0.001002,1160,1761,2.836,"liquid"
600,360,0.001014,1227,1835,2.954,"liquid"
600,380,0.001026,1293,1909,3.069,"supercritical fluid"
600,400,0.001038,1360,1983,3.18,"supercritical fluid"
600,420,0.001051,1426,2056,3.288,"supercritical fluid"
600,440,0.001063,1492,2130,3.393,"supercritical fluid"
600,460,0.001077,1558,2204,3.495,"supercritical fluid"
600,480,0.00109,1623,2277,3.594,"supercritical fluid"
600,500,0.001104,1688,2350,3.69,"supercritical fluid"
600,550,0.001139,1850,2533,3.919,"supercritical fluid"
600,600,0.001177,2010,2716,4.134,"supercritical fluid"
600,650,0.001216,2168,2897,4.336,"supercritical fluid"
600,700,0.001256,2324,3078,4.527,"supercritical fluid"
600,750,0.001298,2479,3257,4.707,"supercritical fluid"
600,800,0.001341,2632,3437,4.878,"supercritical fluid"
600,900,0.001431,2934,3793,5.195,"supercritical fluid"
600,1000,0.001524,3231,4146,5.484,"supercritical fluid"
600,1200,0.001716,3811,4840,5.991,"supercritical fluid"
600,1400,0.001906,4375,5518,6.423,"supercritical fluid"
600,1600,0.002089,4930,6184,6.798,"supercritical fluid"
600,1800,0.002266,5481,6841,7.132,"supercritical fluid"
600,2000,0.002439,6030,7493,7.432,"supercritical fluid"
700,0,0,0,"#VALUE!","#VALUE!","liquid"
700,10,0.0008355,20.99,605.8,-0.08239,"liquid"
700,20,0.0008391,55.4,642.8,0.04581,"liquid"
700,25,0.0008409,72.89,661.5,0.1093,"liquid"
700,30,0.0008428,90.48,680.4,0.1721,"liquid"
700,40,0.0008464,125.8,718.3,0.295,"liquid"
700,50,0.0008501,161.1,756.2,0.4142,"liquid"
700,60,0.0008538,196.3,794,0.5294,"liquid"
700,70,0.0008576,231.4,831.7,0.6408,"liquid"
700,80,0.0008613,266.3,869.2,0.7485,"liquid"
700,90,0.0008651,301,906.5,0.8528,"liquid"
700,100,0.0008689,335.5,943.8,0.954,"liquid"
700,110,0.0008728,370,980.9,1.052,"liquid"
700,120,0.0008767,404.2,1018,1.148,"liquid"
700,130,0.0008806,438.5,1055,1.24,"liquid"
700,140,0.0008846,472.6,1092,1.331,"liquid"
700,150,0.0008887,506.5,1129,1.419,"liquid"
700,160,0.0008929,540.5,1166,1.505,"liquid"
700,170,0.000897,574.3,1202,1.589,"liquid"
700,180,0.0009013,608.1,1239,1.671,"liquid"
700,190,0.0009056,641.9,1276,1.751,"liquid"
700,200,0.00091,675.5,1313,1.83,"liquid"
700,210,0.0009144,709.1,1349,1.907,"liquid"
700,220,0.0009189,742.8,1386,1.982,"liquid"
700,230,0.0009235,776.3,1423,2.055,"liquid"
700,240,0.0009281,809.7,1459,2.128,"liquid"
700,250,0.0009328,843.2,1496,2.199,"liquid"
700,260,0.0009375,876.6,1533,2.268,"liquid"
700,270,0.0009423,909.9,1570,2.336,"liquid"
700,280,0.0009471,943.2,1606,2.403,"liquid"
700,290,0.000952,976.4,1643,2.469,"liquid"
700,300,0.000957,1010,1680,2.533,"liquid"
700,320,0.0009671,1076,1753,2.659,"liquid"
700,340,0.0009774,1142,1826,2.781,"liquid"
700,360,0.000988,1208,1899,2.898,"liquid"
700,380,0.0009987,1273,1972,3.012,"supercritical fluid"
700,400,0.00101,1339,2045,3.122,"supercritical fluid"
700,420,0.001021,1404,2118,3.228,"supercritical fluid"
700,440,0.001032,1468,2191,3.332,"supercritical fluid"
700,460,0.001044,1533,2264,3.433,"supercritical fluid"
700,480,0.001056,1597,2336,3.53,"supercritical fluid"
700,500,0.001068,1661,2409,3.625,"supercritical fluid"
700,550,0.001099,1820,2589,3.852,"supercritical fluid"
700,600,0.001131,1978,2769,4.064,"supercritical fluid"
700,650,0.001164,2134,2948,4.263,"supercritical fluid"
700,700,0.001198,2288,3127,4.451,"supercritical fluid"
700,750,0.001234,2441,3304,4.629,"supercritical fluid"
700,800,0.00127,2592,3481,4.798,"supercritical fluid"
700,900,0.001345,2891,3833,5.111,"supercritical fluid"
700,1000,0.001423,3186,4183,5.397,"supercritical fluid"
700,1200,0.001584,3766,4875,5.902,"supercritical fluid"
700,1400,0.001746,4333,5556,6.336,"supercritical fluid"
700,1600,0.001904,4893,6226,6.715,"supercritical fluid"
700,1800,0.002057,5449,6889,7.051,"supercritical fluid"
700,2000,0.002205,6002,7546,7.353,"supercritical fluid"
800,0,"#VALUE!","#VALUE!","#VALUE!","#VALUE!","N/A"
800,5,"#VALUE!","#VALUE!","#VALUE!","#VALUE!","N/A"
800,10,"#VALUE!","#VALUE!","#VALUE!","#VALUE!","N/A"
800,15,"#VALUE!","#VALUE!","#VALUE!","#VALUE!","N/A"
800,20,0.0008269,53.99,715.5,0.00978,"liquid"
800,25,0.0008287,71.3,734.2,0.07316,"liquid"
800,30,0.0008305,88.72,753.1,0.1359,"liquid"
800,40,0.000834,123.7,791,0.2588,"liquid"
800,50,0.0008376,158.8,828.8,0.3779,"liquid"
800,60,0.0008412,193.7,866.6,0.493,"liquid"
800,70,0.0008448,228.4,904.2,0.6042,"liquid"
800,80,0.0008484,262.9,941.6,0.7117,"liquid"
800,90,0.000852,297.3,978.9,0.8157,"liquid"
800,100,0.0008556,331.5,1016,0.9165,"liquid"
800,110,0.0008593,365.6,1053,1.014,"liquid"
800,120,0.000863,399.4,1090,1.109,"liquid"
800,130,0.0008668,433.2,1127,1.202,"liquid"
800,140,0.0008706,466.8,1163,1.292,"liquid"
800,150,0.0008744,500.3,1200,1.379,"liquid"
800,160,0.0008783,533.8,1237,1.465,"liquid"
800,170,0.0008823,567.3,1273,1.548,"liquid"
800,180,0.0008863,600.6,1310,1.63,"liquid"
800,190,0.0008903,633.9,1346,1.709,"liquid"
800,200,0.0008944,667.1,1383,1.787,"liquid"
800,210,0.0008985,700.3,1419,1.863,"liquid"
800,220,0.0009027,733.3,1456,1.938,"liquid"
800,230,0.0009069,766.5,1492,2.011,"liquid"
800,240,0.0009112,799.4,1528,2.083,"liquid"
800,250,0.0009155,832.5,1565,2.153,"liquid"
800,260,0.0009199,865.4,1601,2.222,"liquid"
800,270,0.0009243,898.3,1638,2.29,"liquid"
800,280,0.0009288,931.1,1674,2.356,"liquid"
800,290,0.0009333,963.9,1711,2.422,"liquid"
800,300,0.0009378,996.5,1747,2.486,"liquid"
800,320,0.0009471,1062,1820,2.61,"liquid"
800,340,0.0009565,1127,1892,2.731,"liquid"
800,360,0.0009661,1192,1965,2.847,"liquid"
800,380,0.0009758,1257,2037,2.96,"supercritical fluid"
800,400,0.0009857,1321,2110,3.069,"supercritical fluid"
800,420,0.0009958,1385,2182,3.175,"supercritical fluid"
800,440,0.001006,1449,2254,3.278,"supercritical fluid"
800,460,0.001017,1513,2326,3.377,"supercritical fluid"
800,480,0.001027,1576,2398,3.474,"supercritical fluid"
800,500,0.001038,1640,2470,3.568,"supercritical fluid"
800,550,0.001065,1797,2649,3.792,"supercritical fluid"
800,600,0.001094,1952,2827,4.003,"supercritical fluid"
800,650,0.001123,2106,3004,4.2,"supercritical fluid"
800,700,0.001153,2259,3181,4.386,"supercritical fluid"
800,750,0.001183,2410,3357,4.563,"supercritical fluid"
800,800,0.001215,2560,3532,4.73,"supercritical fluid"
800,900,0.001279,2857,3881,5.04,"supercritical fluid"
800,1000,0.001346,3151,4228,5.324,"supercritical fluid"
800,1200,0.001484,3729,4917,5.827,"supercritical fluid"
800,1400,0.001625,4299,5599,6.261,"supercritical fluid"
800,1600,0.001764,4862,6273,6.642,"supercritical fluid"
800,1800,0.001898,5421,6940,6.98,"supercritical fluid"
800,2000,0.002029,5979,7602,7.285,"supercritical fluid"
900,0,"#VALUE!","#VALUE!","#VALUE!","#VALUE!","N/A"
900,5,"#VALUE!","#VALUE!","#VALUE!","#VALUE!","N/A"
900,10,"#VALUE!","#VALUE!","#VALUE!","#VALUE!","N/A"
900,15,"#VALUE!","#VALUE!","#VALUE!","#VALUE!","N/A"
900,20,0.02,-18000,0,0,"liquid"
900,25,0.0008176,70.25,806.1,0.03801,"liquid"
900,30,0.0008193,87.53,824.9,0.1007,"liquid"
900,40,0.0008228,122.3,862.8,0.2236,"liquid"
900,50,0.0008262,157,900.7,0.3427,"liquid"
